ID,Language_ID,Headword,Part_Of_Speech,MiddleChinese,OCBS,Example_IDS
503,OldChinese,漣,,,,956 1746
504,OldChinese,遷,,,,962 3962 4598 7282
505,OldChinese,落,,,,963
506,OldChinese,若,,,,964 2672 4385 4447 6233 7112 7132
507,OldChinese,葚,,,,966
508,OldChinese,耽,,,,968 969 971
509,OldChinese,隕,,,,974 3834 5091
510,OldChinese,湯,,,,977 977 1641 1641 2179 3239 3239 4211 6362 6362 7180 7258
511,OldChinese,爽,,,,979 2981
512,OldChinese,德,,,,982 1782 2776 3006 3653 4022 4617 4845 4977 5243 5299 5456 5518 5637 5699 5799 5812 5813 5961 6211 6222 6227 6400 6973 6981
513,OldChinese,怨,,,,994 3999
514,OldChinese,岸,,,,995 5221
515,OldChinese,宴,,,,997 4521
516,OldChinese,晏,,,,998 998 1342
517,OldChinese,竿,,,,1003
518,OldChinese,右,,,,1008 1011 2077 3022 3189 4362 4450 4943 5067 6140
519,OldChinese,左,,,,1012 1943 4448
520,OldChinese,儺,,,,1014
521,OldChinese,滺,,,,1015
522,OldChinese,支,,,,1019
523,OldChinese,觿,,,,1020 1021
524,OldChinese,知,,,,1022 2238 2317 3826 3932 3938
525,OldChinese,遂,,,,1023 1029 3681
526,OldChinese,悸,,,,1024 1030
527,OldChinese,韘,,,,1026 1027
528,OldChinese,甲,,,,1028
529,OldChinese,杭,,,,1032
530,OldChinese,望,,,,1034 2182 4741 5643
531,OldChinese,刀,,,,1036 4329 5560
532,OldChinese,桀,,,,1040 1120 1608 1608 7243
533,OldChinese,殳,,,,1041
534,OldChinese,容,,,,1046 6674
535,OldChinese,疾,,,,1050 3703 5854 6456
536,OldChinese,背,,,,1052 5451 6064 6479 7090
537,OldChinese,痗,,,,1054 3645
538,OldChinese,梁,,,,1056 3907 4374 4842 5024
539,OldChinese,帶,,,,1062
540,OldChinese,瓜,,,,1067 2468 4321
541,OldChinese,琚,,,,1068 1375
542,OldChinese,桃,,,,1071 1696
543,OldChinese,瑤,,,,1072 5559
544,OldChinese,玖,,,,1076 1240
545,OldChinese,苗,,,,1080 1788 3149 3283 4782 6812
546,OldChinese,靡,,,,1081 1081 1091 1091 1101 1101
547,OldChinese,搖,,,,1082 1082 2513
548,OldChinese,穗,,,,1090 4401
549,OldChinese,醉,,,,1092 2143 6054
550,OldChinese,噎,,,,1102
551,OldChinese,塒,,,,1112
552,OldChinese,月,,,,1118 1210 1463 1562 5361
553,OldChinese,佸,,,,1119
554,OldChinese,括,,,,1122 4525
555,OldChinese,渴,,,,1124 2796 4524
556,OldChinese,簧,,,,1126 2011 2614
557,OldChinese,房,,,,1127 7068
558,OldChinese,陶,,,,1129 1129 1331 1331 6986
559,OldChinese,翿,,,,1130 2190
560,OldChinese,申,,,,1136 4669 5522 6158
561,OldChinese,甫,,,,1142 6226 6254 6336 6336
562,OldChinese,蒲,,,,1146 4643 6313
563,OldChinese,許,,,,1148 2723 5302 7115
564,OldChinese,乾,,,,1152
565,OldChinese,難,,,,1156 2688 4464 4803 5728 5957 6771
566,OldChinese,修,,,,1158
567,OldChinese,歗,,,,1160
568,OldChinese,淑,,,,1162 6001
569,OldChinese,濕,,,,1164 3405
570,OldChinese,羅,,,,1170 4471
571,OldChinese,罹,,,,1174 3397 3790
572,OldChinese,吪,,,,1175 2572
573,OldChinese,罦,,,,1177
574,OldChinese,造,,,,1179 1246 5167 6754
575,OldChinese,覺,,,,1182
576,OldChinese,罿,,,,1184
577,OldChinese,凶,,,,1188
578,OldChinese,聰,,,,1189 3279
579,OldChinese,藟,,,,1190 1196 1202
580,OldChinese,滸,,,,1191 5056 6370
581,OldChinese,父,,,,1193 1194 1721 1893 2648 2726 3326 5054 6405 6411 7041
582,OldChinese,涘,,,,1197 2075 5017
583,OldChinese,漘,,,,1203 1763
584,OldChinese,昆,,,,1205 1206
585,OldChinese,聞,,,,1207 6122
586,OldChinese,葛,,,,1208
587,OldChinese,蕭,,,,1211 2395 3165 3165
588,OldChinese,秋,,,,1213
589,OldChinese,艾,,,,1214 3221 3741 4481 6767 7093
590,OldChinese,歲,,,,1216 2411 5414 7094
591,OldChinese,檻,,,,1217
592,OldChinese,菼,,,,1218
593,OldChinese,敢,,,,1220
594,OldChinese,啍,,,,1221
595,OldChinese,璊,,,,1222
596,OldChinese,穴,,,,1226 2098 2110 2122 5052
597,OldChinese,麻,,,,1229 2197 2216
598,OldChinese,嗟,,,,1230 1231 3445
599,OldChinese,國,,,,1234 1235 1711 1784 1785 2383 3052 3068 3655 4139 4559 4955 5011 5693 5811 5958 6015 6214 6401 6409 6441 7023 7272
600,OldChinese,館,,,,1243 1247 1251 5592
601,OldChinese,粲,,,,1244 1248 1252 1343 1962
602,OldChinese,蓆,,,,1249
603,OldChinese,作,,,,1250 2155 2784 3206 3876 5881 6058 6904 7130 7150
604,OldChinese,里,,,,1254 3058 3644 6034 6144 6322 6548 6549 7191
605,OldChinese,杞,,,,1255 2651 2894 2953 4121
606,OldChinese,畏,,,,1260 1268 1276 2537 5775 6103
607,OldChinese,牆,,,,1262
608,OldChinese,園,,,,1270 2022 3256 3265
609,OldChinese,檀,,,,1271 1744 3257 3266
610,OldChinese,仁,,,,1281 1616
611,OldChinese,狩,,,,1282 2017 3148
612,OldChinese,武,,,,1291 5303 6426 6976 7033 7250
613,OldChinese,舉,,,,1297 6261 6263 6692
614,OldChinese,所,,,,1299 1778 1921 2594 3184 6108 6433 7158 7254
615,OldChinese,揚,,,,1307 1497 1651 1652 2432 3241 4081 5044 5549 6993
616,OldChinese,射,,,,1308 4533 5912
617,OldChinese,控,,,,1310
618,OldChinese,送,,,,1311 1420
619,OldChinese,鴇,,,,1313
620,OldChinese,首,,,,1314 3802 4295 4511 4635 4878 4882 4886 4916 6392 6394
621,OldChinese,阜,,,,1317 2014 2036 3146 3176 3177 4513
622,OldChinese,慢,,,,1318
623,OldChinese,罕,,,,1319
624,OldChinese,掤,,,,1320
625,OldChinese,弓,,,,1321 2050 4775 7081
626,OldChinese,彭,,,,1322 1642 1642 2849 2849 4132 4132 5042 5042 6271 6271 6323 6894 6894
627,OldChinese,旁,,,,1323 1323
628,OldChinese,英,,,,1324 1379 1556 1687 1688
629,OldChinese,翔,,,,1325 1374 1380 1644 2297
630,OldChinese,消,,,,1326 4711
631,OldChinese,麃,,,,1327 1327 6813
632,OldChinese,喬,,,,1328
633,OldChinese,遙,,,,1329 2293 3287
634,OldChinese,抽,,,,1332
635,OldChinese,濡,,,,1334 2664
636,OldChinese,渝,,,,1337 5778
637,OldChinese,飾,,,,1338
638,OldChinese,力,,,,1339 3549 5800 6017 6068 6232
639,OldChinese,直,,,,1341 1755 1786 4207 5075 6212
640,OldChinese,彥,,,,1345
641,OldChinese,路,,,,1346 1683 5191 5378
642,OldChinese,怯,,,,1347
643,OldChinese,惡,,,,1348 3482 3671 5531 6675
644,OldChinese,魗,,,,1352
645,OldChinese,爛,,,,1357 1963
646,OldChinese,加,,,,1360
647,OldChinese,贈,,,,1367
648,OldChinese,順,,,,1368 5860
649,OldChinese,問,,,,1369 5091
650,OldChinese,蘇,,,,1384
651,OldChinese,松,,,,1388
652,OldChinese,龍,,,,1389 7230
653,OldChinese,充,,,,1390
654,OldChinese,童,,,,1391
655,OldChinese,蘀,,,,1392 1396 2442 3258
656,OldChinese,吹,,,,1393
657,OldChinese,伯,,,,1394 1398 6167 6184 6218 6349 6800
658,OldChinese,和,,,,1395
659,OldChinese,漂,,,,1397
660,OldChinese,要,,,,1399
661,OldChinese,餐,,,,1403 1752
662,OldChinese,溱,,,,1409 3429 3429
663,OldChinese,洧,,,,1414
664,OldChinese,丰,,,,1418
665,OldChinese,巷,,,,1419
666,OldChinese,昌,,,,1421 1529 1544 1649 7071
667,OldChinese,墠,,,,1432
668,OldChinese,阪,,,,1433 2735
669,OldChinese,即,,,,1439 1561 5600
670,OldChinese,淒,,,,1440 1440 4092
671,OldChinese,瀟,,,,1444 1444
672,OldChinese,膠,,,,1445 1445 4813
673,OldChinese,瘳,,,,1447 6459
674,OldChinese,晦,,,,1448 5822
675,OldChinese,喜,,,,1451 2416 3020 3036 3085 4361 4406 4527 6036 7117
676,OldChinese,衿,,,,1452
677,OldChinese,佩,,,,1456 2168
678,OldChinese,達,,,,1460 5362 6810 7208 7209 7240
679,OldChinese,闕,,,,1461
680,OldChinese,水,,,,1464 1470 1632 3230 3238
681,OldChinese,雲,,,,1477 1478 1624 4308 6327
682,OldChinese,存,,,,1479
683,OldChinese,巾,,,,1480
684,OldChinese,員,,,,1481
685,OldChinese,闍,,,,1482
686,OldChinese,荼,,,,1483 1484 2506
687,OldChinese,藘,,,,1486
688,OldChinese,娛,,,,1487
689,OldChinese,漙,,,,1489
690,OldChinese,婉,,,,1491 1611 1662 2364
691,OldChinese,願,,,,1493
692,OldChinese,瀼,,,,1495 1495 2978 2978
693,OldChinese,渙,,,,1501 6769
694,OldChinese,蘭,,,,1503
695,OldChinese,乎,,,,1504 1506 1516 1518 2169 2172 2174 2177 2710
696,OldChinese,謔,,,,1510 1522 5745 5745 5749
697,OldChinese,藥,,,,1511 1523 5751
698,OldChinese,清,,,,1513 1656 4799 5489
699,OldChinese,聲,,,,1527 2716 2718 3170 5310 5311 6693 7140 7142 7142 7144 7276
700,OldChinese,明,,,,1528 1530 1567 3317 4076 4248 4334 4348 5047 5462 5677 5780 5815 6246 6632 6785 6924 6924
701,OldChinese,光,,,,1531 2950 2980 3217 4069 5025 5203 5547 6325 6725 6821
702,OldChinese,夢,,,,1533 3375 3521 3531
703,OldChinese,憎,,,,1535 3525
704,OldChinese,間,,,,1537
705,OldChinese,肩,,,,1538
706,OldChinese,儇,,,,1539
707,OldChinese,茂,,,,1540 2781 2964 3348 5390 6528 6838
708,OldChinese,狼,,,,1546
709,OldChinese,著,,,,1548
710,OldChinese,素,,,,1549
711,OldChinese,庭,,,,1551 3367 6447 6687 6759
712,OldChinese,闥,,,,1564 1565
713,OldChinese,倒,,,,1569
714,OldChinese,召,,,,1570
715,OldChinese,晞,,,,1571 2065 2996
716,OldChinese,顛,,,,1573 1999
717,OldChinese,令,,,,1574 1615 1615 2001 3605 3769
718,OldChinese,圃,,,,1575 2473
719,OldChinese,瞿,,,,1576 1576 1802 1802
720,OldChinese,兩,,,,1585
721,OldChinese,雙,,,,1586
722,OldChinese,蕩,,,,1587
723,OldChinese,畝,,,,1592 2415 3095 4307 4343 4360 4364 4382 4405 5069 5401 6807 6828
724,OldChinese,鞠,,,,1596 4017
725,OldChinese,克,,,,1598 2582 3545 3758 5796 6066 6440
726,OldChinese,忉,,,,1606 1606 2250 2250 2296 2296
727,OldChinese,怛,,,,1610 1610 2329
728,OldChinese,丱,,,,1612
729,OldChinese,弁,,,,1614
730,OldChinese,環,,,,1617
731,OldChinese,鬈,,,,1618
732,OldChinese,鋂,,,,1619
733,OldChinese,偲,,,,1620
734,OldChinese,鰥,,,,1622
735,OldChinese,鱮,,,,1626 4779 4780
736,OldChinese,唯,,,,1630 1630
737,OldChinese,薄,,,,1633 1633
738,OldChinese,鞹,,,,1634
739,OldChinese,夕,,,,1636 3291 3669 7151
740,OldChinese,濔,,,,1638 1638
741,OldChinese,滔,,,,1645 1645 6355 6355
742,OldChinese,儦,,,,1646 1646
743,OldChinese,蹌,,,,1653 4242 4242
744,OldChinese,名,,,,1655
745,OldChinese,正,,,,1659 3369 3489 5342 6142 6152
746,OldChinese,甥,,,,1660
747,OldChinese,貫,,,,1664 3937
748,OldChinese,亂,,,,1666 5593
749,OldChinese,霜,,,,1668 2057 2488 3494 4043
750,OldChinese,襋,,,,1671
751,OldChinese,提,,,,1673 1673 3788
752,OldChinese,辟,,,,1674 5186 5333 5766 5767 5786 5788 6293 7263 7265
753,OldChinese,刺,,,,1677 6486
754,OldChinese,洳,,,,1678
755,OldChinese,度,,,,1681 1682 2674 3880 4261 5177 5884 7125
756,OldChinese,曲,,,,1690 2035
757,OldChinese,藚,,,,1691
758,OldChinese,殽,,,,1697 3577 4536
759,OldChinese,謠,,,,1699
760,OldChinese,其,,,,1703 1715
761,OldChinese,棘,,,,1708 1923 1958 2093 2379 2822 2838 3004 3363 4231 4557 5962 6374
762,OldChinese,岵,,,,1720
763,OldChinese,屺,,,,1726
764,OldChinese,季,,,,1728 5198 5199
765,OldChinese,偕,,,,1735 2904 2922 4569
766,OldChinese,閒,,,,1738
767,OldChinese,閑,,,,1739 1739 2023 3080 5254 5254 7285
768,OldChinese,外,,,,1741 1808 4835 6241
769,OldChinese,泄,,,,1742 1742 5703 5731 5731
770,OldChinese,廛,,,,1748
771,OldChinese,貆,,,,1750
772,OldChinese,輻,,,,1753 3565
773,OldChinese,億,,,,1757 4237 4277 4965 5524
774,OldChinese,輪,,,,1762
775,OldChinese,淪,,,,1764
776,OldChinese,囷,,,,1766
777,OldChinese,飧,,,,1770
778,OldChinese,鼠,,,,1771 1779 1787 2457
779,OldChinese,黍,,,,1772 1918 3322 4356 6679 6833 7025
780,OldChinese,號,,,,1794 4142 4607
781,OldChinese,除,,,,1798 2750 3359 4175
782,OldChinese,康,,,,1799 1807 1815 5542 5632 5671 6590 6628 6630 7171
783,OldChinese,蹶,,,,1810 1810 5730
784,OldChinese,慆,,,,1814
785,OldChinese,樞,,,,1819
786,OldChinese,榆,,,,1820
787,OldChinese,婁,,,,1822
788,OldChinese,愉,,,,1826
789,OldChinese,栲,,,,1827 2959
790,OldChinese,杻,,,,1828 2960
791,OldChinese,考,,,,1832 3002 4297 4328 6237 6287 6396 6710 6718 6726 6756
792,OldChinese,保,,,,1834 5161 6194 6238 6729
793,OldChinese,鑿,,,,1844 1844
794,OldChinese,襮,,,,1845
795,OldChinese,沃,,,,1846 4807
796,OldChinese,皓,,,,1850 1850 2259
797,OldChinese,繡,,,,1851
798,OldChinese,鵠,,,,1852
799,OldChinese,粼,,,,1856 1856
800,OldChinese,升,,,,1860 2778 3421 5417
801,OldChinese,朋,,,,1862 3040 7077
802,OldChinese,聊,,,,1863 1869
803,OldChinese,條,,,,1864 1870
804,OldChinese,匊,,,,1866 4767
805,OldChinese,篤,,,,1868 6568
806,OldChinese,芻,,,,1877
807,OldChinese,逅,,,,1880 1882
808,OldChinese,戶,,,,1884 2454 2458 2502 2534 3354
809,OldChinese,者,,,,1886 1888 4781 6891 6899 6907 6915
810,OldChinese,杜,,,,1889 2879 2886
811,OldChinese,湑,,,,1890 1890 2741 2746 2972 4431 4543 5501
812,OldChinese,踽,,,,1891 1891
813,OldChinese,比,,,,1895 1904
814,OldChinese,佽,,,,1897 1906 3157
815,OldChinese,菁,,,,1899 1899
816,OldChinese,睘,,,,1900 1900
817,OldChinese,袪,,,,1907
818,OldChinese,褎,,,,1911 5392
819,OldChinese,究,,,,1912 1912 3838 5808
820,OldChinese,栩,,,,1916 2192 2646 3321
821,OldChinese,盬,,,,1917 2642 2647 2803 2881 2888
822,OldChinese,怙,,,,1919
823,OldChinese,翼,,,,1922 2342 2355 2819 2819 3065 3101 3101 3362 4235 4314 4314 4475 4843 4953 4953 5007 5077 5077 5374 5452 5636 5638 6230 6230 6439 6439 7274 7274
824,OldChinese,稷,,,,1925 4233 4274 4409 5360 6640 7057
825,OldChinese,粱,,,,1932 3315 4369
826,OldChinese,嘗,,,,1933 2767 4244 4877 7063 7153 7175
827,OldChinese,常,,,,1935 3601 4969 5635 7074 7262
828,OldChinese,燠,,,,1941
829,OldChinese,我,,,,1945 3908
830,OldChinese,周,,,,1949 2397
831,OldChinese,域,,,,1959
832,OldChinese,巔,,,,1975
833,OldChinese,旃,,,,1978 1986 1994
834,OldChinese,然,,,,1979 1987 1995 4691 5722
835,OldChinese,焉,,,,1981 1989 1997
836,OldChinese,鄰,,,,1998
837,OldChinese,耋,,,,2007
838,OldChinese,楊,,,,2009 2227 2948
839,OldChinese,碩,,,,2019 4255 4384 6216 7128 7131
840,OldChinese,獲,,,,2021 3882 4262 5175 6060 7003
841,OldChinese,收,,,,2026 6458 6566
842,OldChinese,輈,,,,2027
843,OldChinese,續,,,,2029 6848
844,OldChinese,轂,,,,2030
845,OldChinese,馵,,,,2031
846,OldChinese,驂,,,,2039
847,OldChinese,合,,,,2040 2703 5015
848,OldChinese,軜,,,,2041
849,OldChinese,邑,,,,2043
850,OldChinese,群,,,,2046 3399
851,OldChinese,錞,,,,2047
852,OldChinese,苑,,,,2048
853,OldChinese,膺,,,,2049 7085
854,OldChinese,縢,,,,2051 7080
855,OldChinese,興,,,,2053 2760 3251 3374 5037 5082
856,OldChinese,蒼,,,,2056 2056 6018
857,OldChinese,央,,,,2063 2850 2850 3074 3074 3110 3110 3216 6723 6723
858,OldChinese,湄,,,,2067
859,OldChinese,躋,,,,2069 3366 7217
860,OldChinese,坻,,,,2071
861,OldChinese,裘,,,,2083 2445 4061
862,OldChinese,慄,,,,2099 2111 2123
863,OldChinese,防,,,,2109
864,OldChinese,禦,,,,2121 6258
865,OldChinese,欽,,,,2131 4225 4225
866,OldChinese,櫟,,,,2134
867,OldChinese,駮,,,,2135
868,OldChinese,棣,,,,2140
869,OldChinese,檖,,,,2141
870,OldChinese,袍,,,,2147
871,OldChinese,師,,,,2148 2153 2158 2401 3446 3453 4417 5759
872,OldChinese,矛,,,,2149 3483
873,OldChinese,澤,,,,2152 3204 6797 6797
874,OldChinese,戟,,,,2154
875,OldChinese,渠,,,,2170 2170
876,OldChinese,餘,,,,2171 4761
877,OldChinese,輿,,,,2173 2178
878,OldChinese,簋,,,,2175 2730
879,OldChinese,飽,,,,2176 4294 4919
880,OldChinese,上,,,,2180 4505 4993
881,OldChinese,鼓,,,,2183 2743 3124 4353 4578 6689 7134
882,OldChinese,夏,,,,2185 4088
883,OldChinese,缶,,,,2187
884,OldChinese,差,,,,2195
885,OldChinese,原,,,,2196 2687 3082 5237 5552 5557 5563 5587
886,OldChinese,婆,,,,2198
887,OldChinese,娑,,,,2198
888,OldChinese,荍,,,,2201
889,OldChinese,椒,,,,2202
890,OldChinese,魴,,,,2208 2590
891,OldChinese,鯉,,,,2212 2916 3090 6701
892,OldChinese,池,,,,2215 3407 5236
893,OldChinese,紵,,,,2220
894,OldChinese,語,,,,2222 2975 3356 4629 5570 5570
895,OldChinese,菅,,,,2224 4818
896,OldChinese,牂,,,,2228 2228
897,OldChinese,煌,,,,2230 2230 5041
898,OldChinese,肺,,,,2232 2232
899,OldChinese,晢,,,,2234 2234
900,OldChinese,斯,,,,2236 3787 3940
901,OldChinese,萃,,,,2242
902,OldChinese,訊,,,,2244 3685
903,OldChinese,巢,,,,2247
904,OldChinese,苕,,,,2248
905,OldChinese,甓,,,,2251
906,OldChinese,鷊,,,,2252
907,OldChinese,惕,,,,2254 2254
908,OldChinese,皎,,,,2255
909,OldChinese,僚,,,,2256
910,OldChinese,糾,,,,2257 6834
911,OldChinese,懰,,,,2260
912,OldChinese,受,,,,2261 3974
913,OldChinese,慅,,,,2262
914,OldChinese,照,,,,2263
915,OldChinese,燎,,,,2264 5139
916,OldChinese,紹,,,,2265 5870
917,OldChinese,慘,,,,2266
918,OldChinese,株,,,,2274
919,OldChinese,陂,,,,2275
920,OldChinese,荷,,,,2276
921,OldChinese,蕑,,,,2282
922,OldChinese,悁,,,,2286
923,OldChinese,菡,,,,2288
924,OldChinese,萏,,,,2288
925,OldChinese,儼,,,,2290
926,OldChinese,枕,,,,2292
927,OldChinese,膏,,,,2301 2403 4783
928,OldChinese,曜,,,,2302
929,OldChinese,冠,,,,2305
930,OldChinese,欒,,,,2306 2306
931,OldChinese,慱,,,,2307 2307
932,OldChinese,韡,,,,2311 2680
933,OldChinese,結,,,,2312 2371 3551 4753
934,OldChinese,一,,,,2313 2369 2370
935,OldChinese,枝,,,,2315 3824
936,OldChinese,偈,,,,2327
937,OldChinese,飄,,,,2330
938,OldChinese,嘌,,,,2331
939,OldChinese,弔,,,,2333
940,OldChinese,鬵,,,,2335
941,OldChinese,閱,,,,2346
942,OldChinese,雪,,,,2347
943,OldChinese,祋,,,,2351
944,OldChinese,芾,,,,2353
945,OldChinese,咮,,,,2359
946,OldChinese,媾,,,,2361
947,OldChinese,薈,,,,2362
948,OldChinese,蔚,,,,2362 4005
949,OldChinese,騏,,,,2377 2667 3100 6901
950,OldChinese,忒,,,,2381 2382 5960 6478 7055
951,OldChinese,年,,,,2389 2550 3427 4319 4342 6393
952,OldChinese,稂,,,,2391
953,OldChinese,嘆,,,,2392 2396 2400
954,OldChinese,蓍,,,,2399
955,OldChinese,火,,,,2406 2417 2428 4393
956,OldChinese,烈,,,,2409 2795 2795 4024 4024 4096 4096 5413 7212 7212 7237 7237
957,OldChinese,褐,,,,2410
958,OldChinese,耜,,,,2412 4381 6827
959,OldChinese,庚,,,,2420 4077
960,OldChinese,葦,,,,2429 5423
961,OldChinese,斨,,,,2431 2564
962,OldChinese,鵙,,,,2434
963,OldChinese,績,,,,2435 5331 7264
964,OldChinese,葽,,,,2439
965,OldChinese,蜩,,,,2440
966,OldChinese,穫,,,,2441 3070 4398
967,OldChinese,貉,,,,2443
968,OldChinese,狸,,,,2444
969,OldChinese,功,,,,2447 2479 4575 5316 6170 6445 6580 6995 7104
970,OldChinese,股,,,,2450 4662
971,OldChinese,宇,,,,2453 2532 5059 5988 7044 7116
972,OldChinese,薁,,,,2462
973,OldChinese,菽,,,,2463 4191
974,OldChinese,棗,,,,2464
975,OldChinese,稻,,,,2465
976,OldChinese,壽,,,,2467 2779 2962 6397 6716 6728
977,OldChinese,壺,,,,2469 6309
978,OldChinese,苴,,,,2470
979,OldChinese,樗,,,,2471 3328
980,OldChinese,稼,,,,2474
981,OldChinese,穋,,,,2475 7021
982,OldChinese,茅,,,,2480 4823
983,OldChinese,綯,,,,2481
984,OldChinese,穀,,,,2483 2754 3267 3307 3310 3583 3780 4107 4313 6030 6048
985,OldChinese,沖,,,,2484 2484 2992 2992
986,OldChinese,陰,,,,2485
987,OldChinese,蚤,,,,2486
988,OldChinese,韭,,,,2487
989,OldChinese,場,,,,2489 2535
990,OldChinese,響,,,,2490
991,OldChinese,羊,,,,2491 4243 4349
992,OldChinese,疆,,,,2494 2770 2952 4253 4337 4377 5231 5533 5543 6200 6576 6895 7166 7174 7203
993,OldChinese,恩,,,,2498
994,OldChinese,勤,,,,2498
995,OldChinese,閔,,,,2499
996,OldChinese,据,,,,2505
997,OldChinese,租,,,,2507
998,OldChinese,譙,,,,2510
999,OldChinese,翛,,,,2511 2511
1000,OldChinese,翹,,,,2512 2512
1001,OldChinese,嘵,,,,2514 2514
1002,OldChinese,濛,,,,2518 2530 2542 2554
1003,OldChinese,蠋,,,,2523
1004,OldChinese,垤,,,,2543
1005,OldChinese,窒,,,,2545
1006,OldChinese,至,,,,2546 2902 4015 4582
1007,OldChinese,縭,,,,2559
1008,OldChinese,嘉,,,,2561 2574 2920 3444 4489 4618 5468 5496 5888 5914
1009,OldChinese,皇,,,,2566 3115 3389 4249 4335 5525 5525 6581 6629 6892 6992 6992
1010,OldChinese,錡,,,,2570
1011,OldChinese,銶,,,,2576
1012,OldChinese,遒,,,,2578 7227
1013,OldChinese,踐,,,,2588 2737
1014,OldChinese,復,,,,2597 3338 4020 6042
1015,OldChinese,胡,,,,2602 2607
1016,OldChinese,膚,,,,2604 2608
1017,OldChinese,几,,,,2605 5430 5574
1018,OldChinese,瑕,,,,2609
1019,OldChinese,苹,,,,2611
1020,OldChinese,笙,,,,2613
1021,OldChinese,蒿,,,,2619 4001
1022,OldChinese,昭,,,,2621 5943 6961 6961
1023,OldChinese,恌,,,,2622
1024,OldChinese,傚,,,,2623 4693
1025,OldChinese,芩,,,,2627
1026,OldChinese,琴,,,,2629 2630 2704 4226 4549
1027,OldChinese,湛,,,,2631 2706 4585
1028,OldChinese,騑,,,,2634 2634 2639 2639
1029,OldChinese,駸,,,,2655 2655
1030,OldChinese,諗,,,,2658
1031,OldChinese,隰,,,,2660
1032,OldChinese,諏,,,,2666
1033,OldChinese,駱,,,,2671 4445 4446 6908
1034,OldChinese,駰,,,,2675
1035,OldChinese,均,,,,2676 3448 4130 5441
1036,OldChinese,詢,,,,2678
1037,OldChinese,威,,,,2683 3140 3656 3855 6744
1038,OldChinese,裒,,,,2685
1039,OldChinese,務,,,,2692
1040,OldChinese,平,,,,2695 2722 3486 4798 5184 6366 6446 7141 7162
1041,OldChinese,寧,,,,2696 3371 3473 3487 4801 4959 5312 5366 5488 5772 6154 6369 6452 6823 6845 7278
1042,OldChinese,生,,,,2698 2720 3472 3774 4915 4956 5097 5660 7279
1043,OldChinese,豆,,,,2699
1044,OldChinese,飫,,,,2700
1045,OldChinese,具,,,,2701 3413
1046,OldChinese,孺,,,,2702
1047,OldChinese,翕,,,,2705
1048,OldChinese,帑,,,,2708
1049,OldChinese,圖,,,,2709 3657 6262
1050,OldChinese,嚶,,,,2712 2712
1051,OldChinese,藇,,,,2724
1052,OldChinese,羜,,,,2725
1053,OldChinese,舅,,,,2732 4515 6193
1054,OldChinese,咎,,,,2734 3727 4147
1055,OldChinese,衍,,,,2736 5783
1056,OldChinese,愆,,,,2740 4267 5905
1057,OldChinese,酤,,,,2742 7159
1058,OldChinese,暇,,,,2745 4181 4931
1059,OldChinese,固,,,,2748 5193
1060,OldChinese,庶,,,,2752 4179 4258
1061,OldChinese,祿,,,,2756 3511 3515 3584 4291 5480
1062,OldChinese,陵,,,,2762 3038 3247 3527 3609 7078
1063,OldChinese,增,,,,2764 7084 7084
1064,OldChinese,享,,,,2766 4332 6727 7169 7260
1065,OldChinese,王,,,,2768 3390 3633 4995 5005 5027 5031 5045 5106 5120 5241 5248 5287 5340 5526 5679 5781 6012 6298 6365 6606 6626 6720 6762 6870 7030 7249 7261
1066,OldChinese,福,,,,2772 4209 4241 4272 4411 4477 4615 4979 5009 5137 5454 5458 5523 6703 7020 7273
1067,OldChinese,恆,,,,2777
1068,OldChinese,崩,,,,2780 3419 3607 7075
1069,OldChinese,承,,,,2782 5902 7087 7190
1070,OldChinese,柔,,,,2792 4467 5963 6856 7225
1071,OldChinese,聘,,,,2798
1072,OldChinese,剛,,,,2800 4136 7065
1073,OldChinese,疚,,,,2805 2901 4047 6534
1074,OldChinese,駕,,,,2811 3161
1075,OldChinese,業,,,,2812 2812 6268 6268 7245
1076,OldChinese,捷,,,,2814 6269 6269
1077,OldChinese,騤,,,,2816 2816 3047 3047 5971 6275 6275
1078,OldChinese,依,,,,2817 2824 2824 3719 5572 5575 7016
1079,OldChinese,腓,,,,2818 4093
1080,OldChinese,戒,,,,2821 4279 4379
1081,OldChinese,哀,,,,2830 3595 3715 4119 5977
1082,OldChinese,牧,,,,2832
1083,OldChinese,載,,,,2836 2900 3018 3567 4053 4857 4865 4873 5076 5134
1084,OldChinese,旐,,,,2841
1085,OldChinese,旆,,,,2844 5383 5383 7235
1086,OldChinese,況,,,,2846
1087,OldChinese,塗,,,,2858
1088,OldChinese,書,,,,2862
1089,OldChinese,幝,,,,2897 2897
1090,OldChinese,痯,,,,2898 2898
1091,OldChinese,恤,,,,2903 4014 5997
1092,OldChinese,近,,,,2905
1093,OldChinese,罶,,,,2907 2911 2915 4917
1094,OldChinese,鯊,,,,2908
1095,OldChinese,鱧,,,,2912
1096,OldChinese,旨,,,,2914 2921 4568
1097,OldChinese,時,,,,2924 3621 4501 4591 4941 5064 5419 5471 5835 6533
1098,OldChinese,罩,,,,2926 2926
1099,OldChinese,汕,,,,2930 2930
1100,OldChinese,衎,,,,2932
1101,OldChinese,又,,,,2940 3762 4589 4633
1102,OldChinese,臺,,,,2941
1103,OldChinese,萊,,,,2942 3625
1104,OldChinese,基,,,,2944 5926 6852
1105,OldChinese,枸,,,,2965
1106,OldChinese,楰,,,,2966
1107,OldChinese,耇,,,,2968 5450
