ID,Language_ID,Headword,Part_Of_Speech,MiddleChinese,OCBS,Example_IDS
1108,OldChinese,寫,,,,2974 4433 4434 4545
1109,OldChinese,泥,,,,2984 2984 5426
1110,OldChinese,豈,,,,2988 4641
1111,OldChinese,濃,,,,2990 2990
1112,OldChinese,雝,,,,2993 2993 4159 6672 6704 6704
1113,OldChinese,草,,,,3000 3147 3796 3964 3964 4933 5389
1114,OldChinese,椅,,,,3007
1115,OldChinese,藏,,,,3012 3631 4816
1116,OldChinese,貺,,,,3014
1117,OldChinese,饗,,,,3016 4250 6607 7173
1118,OldChinese,櫜,,,,3024
1119,OldChinese,酬,,,,3028 3485 3836 4889
1120,OldChinese,莪,,,,3029
1121,OldChinese,浮,,,,3042 4714 4714 5409 5409 6354 6354
1122,OldChinese,棲,,,,3045 3045
1123,OldChinese,飭,,,,3046
1124,OldChinese,熾,,,,3049 7088
1125,OldChinese,急,,,,3050
1126,OldChinese,則,,,,3054 5247 5297 5640 5864 5918 6220 6228 6975
1127,OldChinese,顒,,,,3062
1128,OldChinese,章,,,,3073 4073 4439 4440 4739 5118 5528 5878 6300 6721
1129,OldChinese,安,,,,3077 5257 5257 5711 7286
1130,OldChinese,軒,,,,3078
1131,OldChinese,憲,,,,3084 4463 5729 5729 6210
1132,OldChinese,祉,,,,3086 3865 5216 6385 6717 7121
1133,OldChinese,芑,,,,3093 3105 5345 5399 5402
1134,OldChinese,涖,,,,3096 3108 3120
1135,OldChinese,試,,,,3098 4063 7091
1136,OldChinese,率,,,,3099 3111 3123
1137,OldChinese,奭,,,,3102
1138,OldChinese,衡,,,,3112 6301 7064 7167 7248
1139,OldChinese,瑲,,,,3113 3113
1140,OldChinese,珩,,,,3116
1141,OldChinese,旅,,,,3125 4567 4791 5034 5226 5227 5568 6413 6737 6801 7039 7253
1142,OldChinese,闐,,,,3128 3128
1143,OldChinese,焞,,,,3136
1144,OldChinese,雷,,,,3137 6098
1145,OldChinese,攻,,,,3141
1146,OldChinese,龐,,,,3143
1147,OldChinese,囂,,,,3150 3639 5739
1148,OldChinese,奕,,,,3154 3154 7129 7129 7146
1149,OldChinese,舄,,,,3155 7127
1150,OldChinese,調,,,,3158
1151,OldChinese,柴,,,,3160
1152,OldChinese,馳,,,,3163 5667
1153,OldChinese,破,,,,3164
1154,OldChinese,驚,,,,3167 6425
1155,OldChinese,戊,,,,3173
1156,OldChinese,禱,,,,3174
1157,OldChinese,午,,,,3179
1158,OldChinese,麌,,,,3182 3182
1159,OldChinese,矢,,,,3192 4035
1160,OldChinese,兕,,,,3194
1161,OldChinese,醴,,,,3196 6682
1162,OldChinese,寡,,,,3202 3777 6257
1163,OldChinese,宅,,,,3208 5181 6168 7106
1164,OldChinese,嗷,,,,3210
1165,OldChinese,晣,,,,3222 3222
1166,OldChinese,噦,,,,3224 3224 6953 6953
1167,OldChinese,晨,,,,3226
1168,OldChinese,煇,,,,3227
1169,OldChinese,旂,,,,3229 4657 6951
1170,OldChinese,海,,,,3231 6377 7193
1171,OldChinese,隼,,,,3232 3240
1172,OldChinese,懲,,,,3249 3529 3611 7086
1173,OldChinese,錯,,,,3260 4260
1174,OldChinese,饔,,,,3281
1175,OldChinese,藿,,,,3289
1176,OldChinese,客,,,,3293 4259 7147
1177,OldChinese,粟,,,,3308 3776
1178,OldChinese,蓫,,,,3334
1179,OldChinese,畜,,,,3337 4018
1180,OldChinese,葍,,,,3340
1181,OldChinese,富,,,,3343 3760 6487 6532 7089
1182,OldChinese,山,,,,3346 3843 7280
1183,OldChinese,苞,,,,3347 5391 6437
1184,OldChinese,祖,,,,3352 4323 4354 4580 4975 6113 6306 6404 6977 7061 7136 7155
1185,OldChinese,堵,,,,3353
1186,OldChinese,閣,,,,3357 3357
1187,OldChinese,橐,,,,3358 3358
1188,OldChinese,去,,,,3360 5375 6126
1189,OldChinese,芋,,,,3361
1190,OldChinese,楹,,,,3368
1191,OldChinese,冥,,,,3370 4155 4155
1192,OldChinese,簟,,,,3372
1193,OldChinese,寢,,,,3373
1194,OldChinese,羆,,,,3377 3380 6353
1195,OldChinese,祥,,,,3381 3383 6490 7200
1196,OldChinese,床,,,,3385 4140
1197,OldChinese,璋,,,,3387 5107 5642
1198,OldChinese,喤,,,,3388 3388 6633 6633
1199,OldChinese,地,,,,3392
1200,OldChinese,裼,,,,3393
1201,OldChinese,瓦,,,,3394
1202,OldChinese,議,,,,3396 4148
1203,OldChinese,犉,,,,3401
1204,OldChinese,濈,,,,3403
1205,OldChinese,訛,,,,3408
1206,OldChinese,餱,,,,3411
1207,OldChinese,蒸,,,,3415 3519
1208,OldChinese,雄,,,,3416 3533
1209,OldChinese,兢,,,,3418 3418 3748 3748 3785 3785
1210,OldChinese,肱,,,,3420
1211,OldChinese,魚,,,,3423 3426 6311 6699 6917
1212,OldChinese,巖,,,,3431 7096
1213,OldChinese,瞻,,,,3433 6020
1214,OldChinese,惔,,,,3434
1215,OldChinese,談,,,,3435
1216,OldChinese,斬,,,,3436
1217,OldChinese,監,,,,3437 7268
1218,OldChinese,瘥,,,,3442
1219,OldChinese,氐,,,,3447
1220,OldChinese,維,,,,3449 4679 5983
1221,OldChinese,毗,,,,3450 5753
1222,OldChinese,迷,,,,3451 5754
1223,OldChinese,親,,,,3454
1224,OldChinese,仕,,,,3456 3461 3694 5346
1225,OldChinese,殆,,,,3459 3695 7185
1226,OldChinese,傭,,,,3462
1227,OldChinese,訩,,,,3463 3491 6994
1228,OldChinese,惠,,,,3464 6451
1229,OldChinese,戾,,,,3465 3663 4685 5856
1230,OldChinese,屆,,,,3466 3816 4661 6457
1231,OldChinese,闋,,,,3467
1232,OldChinese,酲,,,,3474
1233,OldChinese,政,,,,3476 5866
1234,OldChinese,領,,,,3479 4459
1235,OldChinese,騁,,,,3481
1236,OldChinese,懌,,,,3484 4497 5734 7148
1237,OldChinese,誦,,,,3490
1238,OldChinese,邦,,,,3493 4429 4673 5157 5223 6169 6172 6521 6578 7101 7107
1239,OldChinese,痒,,,,3501 6014
1240,OldChinese,瘉,,,,3503 4697
1241,OldChinese,口,,,,3506 3507 3888
1242,OldChinese,愈,,,,3508 3508
1243,OldChinese,侮,,,,3509 5101 5260 5446
1244,OldChinese,僕,,,,3513 5482
1245,OldChinese,勝,,,,3523 5083 7188
1246,OldChinese,局,,,,3535 4768
1247,OldChinese,蹐,,,,3537
1248,OldChinese,脊,,,,3539
1249,OldChinese,蜴,,,,3541
1250,OldChinese,滅,,,,3555 3557 3662
1251,OldChinese,輔,,,,3561 7045
1252,OldChinese,意,,,,3569
1253,OldChinese,沼,,,,3570 5276
1254,OldChinese,炤,,,,3573
1255,OldChinese,云,,,,3579 3904
1256,OldChinese,慇,,,,3581 3581 5987 5987
1257,OldChinese,椓,,,,3585
1258,OldChinese,獨,,,,3587 4821
1259,OldChinese,卯,,,,3589
1260,OldChinese,電,,,,3604
1261,OldChinese,騰,,,,3606 7076
1262,OldChinese,徒,,,,3613 5073
1263,OldChinese,宰,,,,3614 6138
1264,OldChinese,史,,,,3616 4623
1265,OldChinese,向,,,,3629 3635
1266,OldChinese,徹,,,,3650
1267,OldChinese,逸,,,,3651 4571 4571
1268,OldChinese,罪,,,,3658 3660 3856
1269,OldChinese,辜,,,,3659 3853 3858
1270,OldChinese,鋪,,,,3661 6361
1271,OldChinese,勩,,,,3665
1272,OldChinese,臻,,,,3675 4733 6080
1273,OldChinese,退,,,,3680 3687
1274,OldChinese,瘁,,,,3683 3690 4007 6493
1275,OldChinese,荅,,,,3686
1276,OldChinese,使,,,,3696 3698 5650
1277,OldChinese,血,,,,3702
1278,OldChinese,沮,,,,3709 3864 6106 6698
1279,OldChinese,用,,,,3711
1280,OldChinese,邛,,,,3713 3874
1281,OldChinese,厎,,,,3721
1282,OldChinese,集,,,,3725 5013
1283,OldChinese,程,,,,3731
1284,OldChinese,經,,,,3732
1285,OldChinese,聽,,,,3733 5839 6084 6695
1286,OldChinese,爭,,,,3734 6368 7164
1287,OldChinese,膴,,,,3739 5060
1288,OldChinese,他,,,,3747 4491 4907
1289,OldChinese,冰,,,,3750 3786 5373
1290,OldChinese,扈,,,,3775 4454 4458
1291,OldChinese,卜,,,,3779
1292,OldChinese,擣,,,,3798
1293,OldChinese,梓,,,,3803
1294,OldChinese,在,,,,3810
1295,OldChinese,嘒,,,,3812 4659 4659
1296,OldChinese,淠,,,,3814 4658 4658
1297,OldChinese,伎,,,,3820 3820
1298,OldChinese,雌,,,,3822
1299,OldChinese,先,,,,3828
1300,OldChinese,墐,,,,3830
1301,OldChinese,忍,,,,3832
1302,OldChinese,掎,,,,3839
1303,OldChinese,杝,,,,3840
1304,OldChinese,幠,,,,3854 3857
1305,OldChinese,涵,,,,3860
1306,OldChinese,讒,,,,3862
1307,OldChinese,盟,,,,3867
1308,OldChinese,盜,,,,3869
1309,OldChinese,甘,,,,3871
1310,OldChinese,餤,,,,3872
1311,OldChinese,共,,,,3873 5224 6519 7228
1312,OldChinese,樹,,,,3884 5445
1313,OldChinese,數,,,,3886
1314,OldChinese,厚,,,,3890 5627
1315,OldChinese,麋,,,,3892
1316,OldChinese,勇,,,,3893 7231
1317,OldChinese,階,,,,3894 5985 6473
1318,OldChinese,尰,,,,3895
1319,OldChinese,禍,,,,3906
1320,OldChinese,可,,,,3910 6071
1321,OldChinese,陳,,,,3912 4340
1322,OldChinese,舍,,,,3924
1323,OldChinese,盱,,,,3928 4765
1324,OldChinese,易,,,,3930 4983 5765 6291
1325,OldChinese,祇,,,,3934
1326,OldChinese,壎,,,,3935
1327,OldChinese,篪,,,,3936 5761
1328,OldChinese,蜮,,,,3941
1329,OldChinese,斐,,,,3947
1330,OldChinese,錦,,,,3948
1331,OldChinese,甚,,,,3950 6085
1332,OldChinese,哆,,,,3951
1333,OldChinese,侈,,,,3951
1334,OldChinese,箕,,,,3952
1335,OldChinese,翩,,,,3955 5972
1336,OldChinese,幡,,,,3959 4597 4597
1337,OldChinese,昊,,,,3975
1338,OldChinese,詩,,,,3979
1339,OldChinese,頹,,,,3989
1340,OldChinese,萎,,,,3997
1341,OldChinese,恥,,,,4009 4625
1342,OldChinese,恃,,,,4013
1343,OldChinese,腹,,,,4021
1344,OldChinese,律,,,,4028 4028
1345,OldChinese,弗,,,,4029 4029
1346,OldChinese,匕,,,,4033
1347,OldChinese,砥,,,,4034
1348,OldChinese,履,,,,4036 5424
1349,OldChinese,視,,,,4037
1350,OldChinese,涕,,,,4039
1351,OldChinese,空,,,,4041
1352,OldChinese,漿,,,,4065 4083
1353,OldChinese,箱,,,,4075 4373
1354,OldChinese,舌,,,,4085 5895 6240
1355,OldChinese,暑,,,,4089 4167
1356,OldChinese,濁,,,,4105
1357,OldChinese,漢,,,,4108 6436
1358,OldChinese,紀,,,,4109 5535 6136
1359,OldChinese,鳶,,,,4112
1360,OldChinese,桋,,,,4117
1361,OldChinese,臣,,,,4129
1362,OldChinese,賢,,,,4131 5442
1363,OldChinese,傍,,,,4133 4133
1364,OldChinese,仰,,,,4144 4546
1365,OldChinese,掌,,,,4145
1366,OldChinese,塵,,,,4151
1367,OldChinese,疧,,,,4153 4849
1368,OldChinese,熲,,,,4157
1369,OldChinese,重,,,,4161
1370,OldChinese,罟,,,,4173
1371,OldChinese,奧,,,,4187
1372,OldChinese,蹙,,,,4189
1373,OldChinese,戚,,,,4193
1374,OldChinese,湝,,,,4216 4216
1375,OldChinese,回,,,,4219 5145 6448 7015
1376,OldChinese,鼛,,,,4220
1377,OldChinese,妯,,,,4222
1378,OldChinese,僭,,,,4229 5931
1379,OldChinese,祀,,,,4239 4270 4407 4410 5136 5354 5367 5404 5420 6702 6709 7052
1380,OldChinese,侑,,,,4240
1381,OldChinese,亨,,,,4245 4875
1382,OldChinese,祊,,,,4247
1383,OldChinese,慶,,,,4251 4293 4352 4375 4441 5202 7070
1384,OldChinese,踖,,,,4254 4254
1385,OldChinese,炙,,,,4256 4883 5436
1386,OldChinese,格,,,,4263 5910
1387,OldChinese,酢,,,,4265 4885 5433
1388,OldChinese,熯,,,,4266
1389,OldChinese,式,,,,4273 5164 5295 5820 6166 6231
1390,OldChinese,敕,,,,4275
1391,OldChinese,備,,,,4278 5135
1392,OldChinese,位,,,,4280 5539
1393,OldChinese,起,,,,4283
1394,OldChinese,婦,,,,4286 5149 6475 6804
1395,OldChinese,奏,,,,4290 5100
1396,OldChinese,盡,,,,4299
1397,OldChinese,引,,,,4301 6538
1398,OldChinese,甸,,,,4303 6283
1399,OldChinese,理,,,,4306 5068 5595 6376
1400,OldChinese,雰,,,,4309 4309
1401,OldChinese,霂,,,,4310
1402,OldChinese,渥,,,,4311
1403,OldChinese,彧,,,,4315 4315
1404,OldChinese,穡,,,,4316 6007 7024
1405,OldChinese,賓,,,,4318
1406,OldChinese,廬,,,,4320
1407,OldChinese,菹,,,,4322
1408,OldChinese,祜,,,,4325 4457 5228 5305 6730 6979 7156
1409,OldChinese,毛,,,,4330
1410,OldChinese,膋,,,,4331
1411,OldChinese,耔,,,,4344
1412,OldChinese,薿,,,,4345 4345
1413,OldChinese,敏,,,,4367 5356
1414,OldChinese,倉,,,,4372 5544
1415,OldChinese,皁,,,,4386
1416,OldChinese,莠,,,,4388
1417,OldChinese,螣,,,,4389
1418,OldChinese,賊,,,,4390 5917 6013
1419,OldChinese,穉,,,,4391
1420,OldChinese,穧,,,,4399
1421,OldChinese,利,,,,4402
1422,OldChinese,黑,,,,4408
1423,OldChinese,茨,,,,4415
1424,OldChinese,珌,,,,4421
1425,OldChinese,白,,,,4443
1426,OldChinese,似,,,,4453 6383
1427,OldChinese,胥,,,,4456 4460 6317
1428,OldChinese,屏,,,,4461 5182 5770
1429,OldChinese,翰,,,,4462 5328 5771 6160 6207 6381 6435
1430,OldChinese,那,,,,4465 7133
1431,OldChinese,觩,,,,4466 6855
1432,OldChinese,秣,,,,4479
1433,OldChinese,蘿,,,,4492
1434,OldChinese,柏,,,,4493 7124
1435,OldChinese,弈,,,,4495 4495
1436,OldChinese,怲,,,,4507
1437,OldChinese,霰,,,,4517
1438,OldChinese,見,,,,4519
1439,OldChinese,鷮,,,,4529
1440,OldChinese,教,,,,4531 4692 5949 6963
1441,OldChinese,譽,,,,4532 6341 6678
1442,OldChinese,幾,,,,4535 4537 6499
1443,OldChinese,樊,,,,4553
1444,OldChinese,設,,,,4570
1445,OldChinese,抗,,,,4572
1446,OldChinese,張,,,,4573 5548 6295
1447,OldChinese,的,,,,4576
1448,OldChinese,能,,,,4587 6037
1449,OldChinese,僊,,,,4599 4599
1450,OldChinese,抑,,,,4601 4601 5529 5529
1451,OldChinese,怭,,,,4603 4603
1452,OldChinese,秩,,,,4605 5530 5530
1453,OldChinese,呶,,,,4607
1454,OldChinese,僛,,,,4609 4609
1455,OldChinese,郵,,,,4611
1456,OldChinese,俄,,,,4612
1457,OldChinese,傞,,,,4613 4613
1458,OldChinese,怠,,,,4627
1459,OldChinese,羖,,,,4631
1460,OldChinese,識,,,,4632 6483
1461,OldChinese,鎬,,,,4636 4640 4644
1462,OldChinese,黼,,,,4653
1463,OldChinese,芹,,,,4655 6949
1464,OldChinese,駟,,,,4660
1465,OldChinese,紓,,,,4664
1466,OldChinese,葵,,,,4681 5757
1467,OldChinese,膍,,,,4683
1468,OldChinese,裕,,,,4695
1469,OldChinese,讓,,,,4700
1470,OldChinese,饇,,,,4704
1471,OldChinese,取,,,,4705
1472,OldChinese,附,,,,4707 5098 5259
1473,OldChinese,屬,,,,4709
1474,OldChinese,瀌,,,,4710 4710
1475,OldChinese,髦,,,,4716
1476,OldChinese,柳,,,,4718 4724
1477,OldChinese,蹈,,,,4720 4726
1478,OldChinese,暱,,,,4721
1479,OldChinese,愒,,,,4725 5701
1480,OldChinese,瘵,,,,4727 6455
1481,OldChinese,矜,,,,4735 4925 5970
1482,OldChinese,撮,,,,4743
1483,OldChinese,髮,,,,4745
1484,OldChinese,蠆,,,,4757
1485,OldChinese,綠,,,,4766
1486,OldChinese,沐,,,,4769
1487,OldChinese,藍,,,,4770
1488,OldChinese,襜,,,,4771
1489,OldChinese,詹,,,,4773 7097
1490,OldChinese,牛,,,,4787 6853
1491,OldChinese,營,,,,4795 5267 6180
1492,OldChinese,幽,,,,4811
1493,OldChinese,愛,,,,4814
1494,OldChinese,煁,,,,4831
1495,OldChinese,卑,,,,4847
1496,OldChinese,誨,,,,4855 4863 4871 6476
1497,OldChinese,趨,,,,4861
1498,OldChinese,燔,,,,4879
1499,OldChinese,獻,,,,4881
1500,OldChinese,炮,,,,4887
1501,OldChinese,高,,,,4891
1502,OldChinese,沒,,,,4899
1503,OldChinese,波,,,,4903
1504,OldChinese,玄,,,,4924
1505,OldChinese,民,,,,4927 5966 6642
1506,OldChinese,新,,,,4939
1507,OldChinese,世,,,,4949 4951 5848
1508,OldChinese,楨,,,,4957
1509,OldChinese,冔,,,,4973
1510,OldChinese,臭,,,,4989
1511,OldChinese,孚,,,,4991 5293
1512,OldChinese,商,,,,4999 5033 5046 5826 7032 7178 7199 7206
1513,OldChinese,妹,,,,5021
1514,OldChinese,渭,,,,5023
1515,OldChinese,莘,,,,5029
1516,OldChinese,洋,,,,5040 7069
1517,OldChinese,瓞,,,,5048
1518,OldChinese,飴,,,,5061
1519,OldChinese,龜,,,,5063
1520,OldChinese,茲,,,,5065 5602 5607 5612 6535 6781
1521,OldChinese,陾,,,,5078
1522,OldChinese,登,,,,5080 5080 5416
1523,OldChinese,馮,,,,5081 5081
1524,OldChinese,伉,,,,5085
1525,OldChinese,慍,,,,5090
1526,OldChinese,拔,,,,5092 5195
1527,OldChinese,兌,,,,5093 5196
1528,OldChinese,駾,,,,5094
1529,OldChinese,喙,,,,5095
1530,OldChinese,槱,,,,5103
1531,OldChinese,趣,,,,5105
1532,OldChinese,峨,,,,5108
1533,OldChinese,楫,,,,5111
1534,OldChinese,相,,,,5119 6022
1535,OldChinese,男,,,,5151
1536,OldChinese,恫,,,,5154
1537,OldChinese,廟,,,,5159
1538,OldChinese,臨,,,,5160 6092
1539,OldChinese,入,,,,5165
1540,OldChinese,赫,,,,5171 6062
1541,OldChinese,廓,,,,5179
1542,OldChinese,翳,,,,5183
1543,OldChinese,栵,,,,5185
1544,OldChinese,椐,,,,5187
1545,OldChinese,剔,,,,5188
1546,OldChinese,柘,,,,5189
1547,OldChinese,對,,,,5197 5805 6053
1548,OldChinese,援,,,,5219
1549,OldChinese,羨,,,,5220
1550,OldChinese,恭,,,,5222
1551,OldChinese,色,,,,5244 6229
1552,OldChinese,衝,,,,5252
1553,OldChinese,連,,,,5256 5256
1554,OldChinese,茀,,,,5261 5261
1555,OldChinese,仡,,,,5262 5262
1556,OldChinese,肆,,,,5263
1557,OldChinese,忽,,,,5264
1558,OldChinese,拂,,,,5265
1559,OldChinese,亟,,,,5270
1560,OldChinese,囿,,,,5272
1561,OldChinese,伏,,,,5273
1562,OldChinese,濯,,,,5274 5274 6000 6186
1563,OldChinese,翯,,,,5275 5275
1564,OldChinese,躍,,,,5277
1565,OldChinese,樅,,,,5278
1566,OldChinese,鏞,,,,5279
1567,OldChinese,鍾,,,,5280 5282
1568,OldChinese,廱,,,,5281 5283 5335
1569,OldChinese,逢,,,,5284
1570,OldChinese,賀,,,,5307
1571,OldChinese,佐,,,,5309
1572,OldChinese,崇,,,,5317 5510
1573,OldChinese,豐,,,,5318
1574,OldChinese,匹,,,,5321 5532
1575,OldChinese,孝,,,,5323 6757
1576,OldChinese,夙,,,,5358
1577,OldChinese,靈,,,,5365 7277
1578,OldChinese,字,,,,5370
1579,OldChinese,呱,,,,5376
1580,OldChinese,訏,,,,5377 6335
1581,OldChinese,匐,,,,5379
1582,OldChinese,嶷,,,,5380
1583,OldChinese,穟,,,,5384 5384
1584,OldChinese,幪,,,,5385 5385
1585,OldChinese,唪,,,,5386 5386
1586,OldChinese,秀,,,,5393
1587,OldChinese,秠,,,,5398 5400
1588,OldChinese,負,,,,5403
1589,OldChinese,揄,,,,5406
1590,OldChinese,蹂,,,,5407
1591,OldChinese,叟,,,,5408 5408
1592,OldChinese,惟,,,,5410
1593,OldChinese,軷,,,,5412
1594,OldChinese,歆,,,,5418
1595,OldChinese,爾,,,,5428
1596,OldChinese,斝,,,,5434
1597,OldChinese,臄,,,,5437
1598,OldChinese,咢,,,,5438
1599,OldChinese,堅,,,,5439
1600,OldChinese,鈞,,,,5440
1601,OldChinese,句,,,,5443
1602,OldChinese,鍭,,,,5444
1603,OldChinese,主,,,,5447 5630
1604,OldChinese,醹,,,,5448
1605,OldChinese,斗,,,,5449
1606,OldChinese,祺,,,,5453
1607,OldChinese,融,,,,5463
1608,OldChinese,終,,,,5464
1609,OldChinese,俶,,,,5465
1610,OldChinese,匱,,,,5473
1611,OldChinese,類,,,,5474 5803 6052 6491
1612,OldChinese,壼,,,,5476
1613,OldChinese,胤,,,,5478
1614,OldChinese,涇,,,,5487
1615,OldChinese,馨,,,,5490 6822
1616,OldChinese,沙,,,,5493
1617,OldChinese,脯,,,,5502
1618,OldChinese,潀,,,,5505
1619,OldChinese,宗,,,,5506 5507 5580 6090
1620,OldChinese,亹,,,,5511
1621,OldChinese,熏,,,,5512 5512 6120
1622,OldChinese,欣,,,,5513 5513
1623,OldChinese,芬,,,,5514 5514
1624,OldChinese,綱,,,,5534 5645
1625,OldChinese,糧,,,,5545 5588
1626,OldChinese,囊,,,,5546
1627,OldChinese,繁,,,,5553
1628,OldChinese,宣,,,,5554 6162 6379
1629,OldChinese,巘,,,,5556
1630,OldChinese,曹,,,,5576
1631,OldChinese,牢,,,,5577
1632,OldChinese,匏,,,,5578
1633,OldChinese,飲,,,,5579
1634,OldChinese,單,,,,5586
1635,OldChinese,鍛,,,,5594
1636,OldChinese,密,,,,5599
1637,OldChinese,饎,,,,5603
1638,OldChinese,溉,,,,5613
1639,OldChinese,酋,,,,5625
1640,OldChinese,卬,,,,5641 5641
1641,OldChinese,翽,,,,5647 5647 5653 5653
1642,OldChinese,藹,,,,5649 5649 5655 5655
1643,OldChinese,怓,,,,5685
1644,OldChinese,大,,,,5709 6954 7092
1645,OldChinese,殘,,,,5713
1646,OldChinese,綣,,,,5715
1647,OldChinese,諫,,,,5719 5727
1648,OldChinese,板,,,,5720
1649,OldChinese,癉,,,,5721
1650,OldChinese,亶,,,,5725
1651,OldChinese,輯,,,,5732
1652,OldChinese,冾,,,,5733
1653,OldChinese,寮,,,,5737
1654,OldChinese,蕘,,,,5743
1655,OldChinese,蹻,,,,5747 5747 6185 6959 6960 6960
1656,OldChinese,耄,,,,5748 5952
1657,OldChinese,熇,,,,5750 5750
1658,OldChinese,懠,,,,5752
1659,OldChinese,屎,,,,5756
1660,OldChinese,資,,,,5758
1661,OldChinese,圭,,,,5762
1662,OldChinese,攜,,,,5763
1663,OldChinese,藩,,,,5768
1664,OldChinese,壞,,,,5774
1665,OldChinese,豫,,,,5777
1666,OldChinese,諶,,,,5790
1667,OldChinese,懟,,,,5804
1668,OldChinese,內,,,,5806
1669,OldChinese,卿,,,,5816
1670,OldChinese,呼,,,,5823
1671,OldChinese,螗,,,,5827
1672,OldChinese,羹,,,,5828 7067
1673,OldChinese,舊,,,,5836 6552
1674,OldChinese,刑,,,,5838 5872 6585
1675,OldChinese,傾,,,,5840 6469
1676,OldChinese,撥,,,,5846 7207
1677,OldChinese,愚,,,,5852
1678,OldChinese,訓,,,,5858 6583
1679,OldChinese,尚,,,,5873
1680,OldChinese,漏,,,,5907
1681,OldChinese,覯,,,,5909
1682,OldChinese,藐,,,,5948 5948
1683,OldChinese,旬,,,,5964
1684,OldChinese,劉,,,,5965
1685,OldChinese,填,,,,5968
1686,OldChinese,泯,,,,5974
1687,OldChinese,黎,,,,5975
1688,OldChinese,燼,,,,5976
1689,OldChinese,頻,,,,5978
1690,OldChinese,往,,,,5982
1691,OldChinese,競,,,,5984
1692,OldChinese,梗,,,,5986
1693,OldChinese,辰,,,,5989
1694,OldChinese,痻,,,,5993
1695,OldChinese,圉,,,,5994 6690
1696,OldChinese,毖,,,,5995
1697,OldChinese,削,,,,5996
1698,OldChinese,熱,,,,5999
1699,OldChinese,溺,,,,6002
1700,OldChinese,僾,,,,6004
1701,OldChinese,逮,,,,6006
1702,OldChinese,寶,,,,6009 6192
1703,OldChinese,腸,,,,6025
1704,OldChinese,譖,,,,6029
1705,OldChinese,忌,,,,6038 6489
1706,OldChinese,迪,,,,6040
1707,OldChinese,垢,,,,6050
1708,OldChinese,隧,,,,6051
1709,OldChinese,悖,,,,6056
1710,OldChinese,詈,,,,6072
1711,OldChinese,牲,,,,6082
1712,OldChinese,推,,,,6096
1713,OldChinese,助,,,,6112 6264
1714,OldChinese,川,,,,6116
1715,OldChinese,焚,,,,6118
1716,OldChinese,遯,,,,6124
1717,OldChinese,贏,,,,6148
1718,OldChinese,神,,,,6157
1719,OldChinese,蕃,,,,6161
1720,OldChinese,郿,,,,6196
1721,OldChinese,粻,,,,6201
1722,OldChinese,番,,,,6203 6203
1723,OldChinese,嘽,,,,6205 6205 6434 6434
1724,OldChinese,賦,,,,6234
1725,OldChinese,吐,,,,6253 6256
1726,OldChinese,補,,,,6266
1727,OldChinese,鏘,,,,6272 6272 6324
1728,OldChinese,齊,,,,6277 7215
1729,OldChinese,解,,,,6289 7054 7267
1730,OldChinese,鍚,,,,6303
1731,OldChinese,幭,,,,6304
1732,OldChinese,厄,,,,6305
1733,OldChinese,屠,,,,6307
1734,OldChinese,到,,,,6331
1735,OldChinese,噳,,,,6337 6337
1736,OldChinese,完,,,,6343
1737,OldChinese,蠻,,,,6345
1738,OldChinese,貊,,,,6347 7108
1739,OldChinese,壑,,,,6350
1740,OldChinese,藉,,,,6351
1741,OldChinese,舒,,,,6360
1742,OldChinese,洸,,,,6363 6363
1743,OldChinese,浦,,,,6414 6432
1744,OldChinese,緒,,,,6417 7028 7034 7255
1745,OldChinese,騷,,,,6422
1746,OldChinese,霆,,,,6424
1747,OldChinese,虜,,,,6431
1748,OldChinese,塞,,,,6442
1749,OldChinese,奪,,,,6463
1750,OldChinese,鴟,,,,6471
1751,OldChinese,寺,,,,6477
1752,OldChinese,倍,,,,6482
1753,OldChinese,織,,,,6485
1754,OldChinese,狄,,,,6488
1755,OldChinese,罔,,,,6494 6498
1756,OldChinese,優,,,,6495 7226 7226
1757,OldChinese,深,,,,6503
1758,OldChinese,鞏,,,,6509
1759,OldChinese,訌,,,,6518
1760,OldChinese,玷,,,,6523
1761,OldChinese,貶,,,,6526
1762,OldChinese,替,,,,6537
1763,OldChinese,竭,,,,6539 6541
1764,OldChinese,弘,,,,6544
1765,OldChinese,禋,,,,6571
1766,OldChinese,禎,,,,6573
1767,OldChinese,穰,,,,6635 6635 7172 7172
1768,OldChinese,簡,,,,6636 6636
1769,OldChinese,工,,,,6648
1770,OldChinese,稌,,,,6679
1771,OldChinese,秭,,,,6681 6816
1772,OldChinese,妣,,,,6683 6818
1773,OldChinese,皆,,,,6685
1774,OldChinese,瞽,,,,6686
1775,OldChinese,鮪,,,,6700
1776,OldChinese,肅,,,,6705 6705
1777,OldChinese,穆,,,,6707 6707
1778,OldChinese,后,,,,6713
1779,OldChinese,鶬,,,,6724 7168 7168
1780,OldChinese,嘏,,,,6733 7113
1781,OldChinese,追,,,,6742
1782,OldChinese,敬,,,,6761
1783,OldChinese,鳥,,,,6793
1784,OldChinese,蓼,,,,6795 6836
1785,OldChinese,柞,,,,6796
1786,OldChinese,耘,,,,6798
1787,OldChinese,畛,,,,6799
1788,OldChinese,傑,,,,6811
1789,OldChinese,香,,,,6820
1790,OldChinese,趙,,,,6835
1791,OldChinese,朽,,,,6837
1792,OldChinese,挃,,,,6839 6839
1793,OldChinese,櫛,,,,6842
1794,OldChinese,紑,,,,6850
